,TRUE,,1,
14608,1.44324,,1.47,
14609,1.47128,,1.5025,
14610,1.49836,,1.52375,
14611,1.52439,,1.55,
14612,1.54926,,1.575,
14613,1.57287,,1.59,
14614,1.59513,,1.62,
14615,1.61596,,1.6325,
14616,1.63526,,1.65,
14617,1.65296,,1.6675,
14618,1.669,,1.6825,
14619,1.68331,,1.695,
14620,1.69584,,1.705,
14621,1.70653,,0.7275,
14622,1.71534,,0.7275,
14623,1.72224,,1.71,
14624,1.72721,,1.71,
14625,1.73021,,0.745,
14626,1.73125,,0.735,
14627,1.73031,,0.735,
14628,1.72741,,0.735,
14629,1.72254,,0.735,
14630,1.71574,,1.7025,
14631,1.70703,,1.6975,
14632,1.69644,,1.7075,
14633,1.68401,,1.6775,
14634,1.6698,,1.6525,
14635,1.65386,,1.6425,
14636,1.63626,,1.63,
14637,1.61706,,1.6125,
14638,1.59633,,1.5775,
14639,1.57417,,1.5475,
14640,1.55066,,1.5275,
14641,1.52589,,1.5025,
14642,1.49996,,1.4775,
14643,1.47298,,1.455,
14644,1.44504,,1.42375,
14645,1.41626,,1.395,
14646,1.38676,,1.36,
14647,1.35664,,1.3325,
14648,1.32604,,1.3025,
14649,1.29507,,1.2725,
14650,1.26385,,1.25625,
14651,1.2325,,1.205,
14652,1.20115,,1.175,
14653,1.16993,,1.1425,
14654,1.13896,,1.11,
14655,1.10836,,1.075,
14656,1.07824,,1.045,
14657,1.04874,,1.015,
14658,1.01996,,1.0175,
14659,0.992023,,0.965,
14660,0.965037,,0.9375,
14661,0.939107,,0.9125,
14662,0.914338,,0.88375,
14663,0.890826,,0.86,
14664,0.868666,,0.835,
14665,0.847943,,0.8175,
14666,0.828742,,0.8525,
14667,0.811136,,0.7775,
14668,0.795197,,0.825,
14669,0.780986,,0.8075,
14670,0.768562,,0.75625,
14671,0.757972,,0.7475,
14672,0.749258,,0.735,
14673,0.742456,,0.76875,
14674,0.737593,,0.7675,
14675,0.734687,,0.73,
14676,0.73375,,0.735,
14677,0.734787,,0.73,
14678,0.737793,,0.76,
14679,0.742756,,0.7675,
14680,0.749658,,0.7625,
14681,0.758472,,0.775,
14682,0.769162,,0.7975,
14683,0.781686,,0.80875,
14684,0.795997,,0.8225,
14685,0.812036,,0.8425,
14686,0.829742,,0.8075,
14687,0.849043,,0.84,
14688,0.869866,,0.8525,
14689,0.892126,,0.9175,
14690,0.915738,,0.94125,
14691,0.940607,,0.9675,
14692,0.966637,,1,
14693,0.993723,,1.02,
14694,1.02176,,1.02,
14695,1.05064,,1.075,
14696,1.08024,,1.11,
14697,1.11046,,1.1425,
14698,1.14116,,1.1725,
14699,1.17223,,1.2,
14700,1.20355,,1.23,
14701,1.235,,1.26375,
14702,1.26645,,1.2625,
14703,1.29777,,1.2975,
14704,1.32884,,1.3425,
14705,1.35954,,1.3875,
14706,1.38976,,1.41875,
14707,1.41936,,1.4375,
14708,1.44824,,1.475,
14709,1.47628,,1.505,
14710,1.50336,,1.53,
14711,1.52939,,1.555,
14712,1.55426,,1.5825,
14713,1.57787,,1.585,
14714,1.60013,,1.6325,
14715,1.62096,,1.63875,
14716,1.64026,,1.6575,
14717,1.65796,,1.675,
14718,1.674,,1.6975,
14719,1.68831,,1.6825,
14720,1.70084,,1.7,
14721,1.71153,,0.7325,
14722,1.72034,,0.7325,
14723,1.72724,,0.735,
14724,1.73221,,0.735,
14725,1.73521,,0.735,
14726,1.73625,,0.7375,
14727,1.73531,,0.7375,
14728,1.73241,,0.7375,
14729,1.72754,,0.7375,
14730,1.72074,,0.7375,
14731,1.71203,,1.6975,
14732,1.70144,,1.71,
14733,1.68901,,1.6925,
14734,1.6748,,1.67,
14735,1.65886,,1.645,
14736,1.64126,,1.6225,
14737,1.62206,,1.605,
14738,1.60133,,1.585,
14739,1.57917,,1.56,
14740,1.55566,,1.53375,
14741,1.53089,,1.515,
14742,1.50496,,1.49375,
14743,1.47798,,1.4475,
14744,1.45004,,1.425,
14745,1.42126,,1.4,
14746,1.39176,,1.3675,
14747,1.36164,,1.3375,
14748,1.33104,,1.3075,
14749,1.30007,,1.275,
14750,1.26885,,1.245,
14751,1.2375,,1.21625,
14752,1.20615,,1.18,
14753,1.17493,,1.1675,
14754,1.14396,,1.165,
14755,1.11336,,1.1175,
14756,1.08324,,1.05,
14757,1.05374,,1.02125,
14758,1.02496,,0.995,
14759,0.997023,,0.9675,
14760,0.970037,,0.94,
14761,0.944107,,0.9175,
14762,0.919338,,0.8925,
14763,0.895826,,0.865,
14764,0.873666,,0.845,
14765,0.852943,,0.825,
14766,0.833742,,0.8075,
14767,0.816136,,0.7925,
14768,0.800197,,0.7775,
14769,0.785986,,0.81,
14770,0.773562,,0.8,
14771,0.762972,,0.75375,
14772,0.754258,,0.7475,
14773,0.747456,,0.7325,
14774,0.742593,,0.76875,
14775,0.739687,,0.77,
14776,0.73875,,0.77,
14777,0.739787,,0.77,
14778,0.742793,,0.76875,
14779,0.747756,,0.7675,
14780,0.754658,,0.7725,
14781,0.763472,,0.755,
14782,0.774162,,0.7975,
14783,0.786686,,0.81,
14784,0.800997,,0.7775,
14785,0.817036,,0.8475,
14786,0.834742,,0.86625,
14787,0.854043,,0.84,
14788,0.874866,,0.905,
14789,0.897126,,0.9225,
14790,0.920738,,0.94,
14791,0.945607,,0.975,
14792,0.971637,,1.0025,
14793,0.998723,,1.0275,
14794,1.02676,,1.055,
14795,1.05564,,1.085,
14796,1.08524,,1.115,
14797,1.11546,,1.145,
14798,1.14616,,1.175,
14799,1.17723,,1.21,
14800,1.20855,,1.2175,
14801,1.24,,1.26,
14802,1.27145,,1.3,
14803,1.30277,,1.3275,
14804,1.33384,,1.34,
14805,1.36454,,1.39,
14806,1.39476,,1.425,
14807,1.42436,,1.455,
14808,1.45324,,1.4825,
14809,1.48128,,1.5125,
14810,1.50836,,1.535,
14811,1.53439,,1.55875,
14812,1.55926,,1.5875,
14813,1.58287,,1.585,
14814,1.60513,,1.63,
14815,1.62596,,1.64,
14816,1.64526,,1.6625,
14817,1.66296,,1.6825,
14818,1.679,,1.6925,
14819,1.69331,,1.7075,
14820,1.70584,,1.715,
14821,1.71653,,1.72875,
14822,1.72534,,0.7375,
14823,1.73224,,0.7375,
14824,1.73721,,0.7375,
14825,1.74021,,0.74,
14826,1.74125,,1.735,
14827,1.74031,,1.735,
14828,1.73741,,1.735,
14829,1.73254,,1.735,
14830,1.72574,,1.7275,
14831,1.71703,,1.705,
14832,1.70644,,1.7025,
14833,1.69401,,1.705,
14834,1.6798,,1.6775,
14835,1.66386,,1.64,
14836,1.64626,,1.6325,
14837,1.62706,,1.61375,
14838,1.60633,,1.59,
14839,1.58417,,1.5675,
14840,1.56066,,1.53375,
14841,1.53589,,1.51,
14842,1.50996,,1.4875,
14843,1.48298,,1.45625,
14844,1.45504,,1.43,
14845,1.42626,,1.4,
14846,1.39676,,1.37,
14847,1.36664,,1.345,
14848,1.33604,,1.31,
14849,1.30507,,1.28,
14850,1.27385,,1.25,
14851,1.2425,,1.22,
14852,1.21115,,1.18625,
14853,1.17993,,1.1525,
14854,1.14896,,1.16,
14855,1.11836,,1.1025,
14856,1.08824,,1.055,
14857,1.05874,,1.025,
14858,1.02996,,1,
14859,1.00202,,0.9725,
14860,0.975037,,0.945,
14861,0.949107,,0.9225,
14862,0.924338,,0.8975,
14863,0.900826,,0.87,
14864,0.878666,,0.85,
14865,0.857943,,0.84,
14866,0.838742,,0.8075,
14867,0.821136,,0.85,
14868,0.805197,,0.7775,
14869,0.790986,,0.81,
14870,0.778562,,0.7525,
14871,0.767972,,0.75625,
14872,0.759258,,0.75,
14873,0.752456,,0.7375,
14874,0.747593,,0.73,
14875,0.744687,,0.7675,
14876,0.74375,,0.7675,
14877,0.744787,,0.7675,
14878,0.747793,,0.7625,
14879,0.752756,,0.77,
14880,0.759658,,0.775,
14881,0.768472,,0.75625,
14882,0.779162,,0.77,
14883,0.791686,,0.81,
14884,0.805997,,0.8325,
14885,0.822036,,0.85,
14886,0.839742,,0.8675,
14887,0.859043,,0.8875,
14888,0.879866,,0.905,
14889,0.902126,,0.93,
14890,0.925738,,0.9425,
14891,0.950607,,0.975,
14892,0.976637,,1.005,
14893,1.00372,,1.03,
14894,1.03176,,1.045,
14895,1.06064,,1.08625,
14896,1.09024,,1.1225,
14897,1.12046,,1.1475,
14898,1.15116,,1.18,
14899,1.18223,,1.215,
14900,1.21355,,1.2425,
14901,1.245,,1.27,
14902,1.27645,,1.305,
14903,1.30777,,1.3325,
14904,1.33884,,1.3425,
14905,1.36954,,1.3675,
14906,1.39976,,1.4275,
14907,1.42936,,1.46,
14908,1.45824,,1.4875,
14909,1.48628,,1.5175,
14910,1.51336,,1.54125,
14911,1.53939,,1.5675,
14912,1.56426,,1.59,
14913,1.58787,,1.6125,
14914,1.61013,,1.615,
14915,1.63096,,1.6425,
14916,1.65026,,1.66875,
14917,1.66796,,1.68375,
14918,1.684,,1.7025,
14919,1.69831,,1.7175,
14920,1.71084,,1.72,
14921,1.72153,,0.7425,
14922,1.73034,,1.735,
14923,1.73724,,1.73625,
14924,1.74221,,1.73625,
14925,1.74521,,1.735,
14926,1.74625,,1.7375,
14927,1.74531,,1.7375,
14928,1.74241,,1.74,
14929,1.73754,,0.765,
14930,1.73074,,0.7475,
14931,1.72203,,1.715,
14932,1.71144,,1.69875,
14933,1.69901,,1.715,
14934,1.6848,,1.675,
14935,1.66886,,1.6525,
14936,1.65126,,1.64,
14937,1.63206,,1.615,
14938,1.61133,,1.595,
14939,1.58917,,1.5725,
14940,1.56566,,1.5375,
14941,1.54089,,1.51,
14942,1.51496,,1.495,
14943,1.48798,,1.4575,
14944,1.46004,,1.4325,
14945,1.43126,,1.41,
14946,1.40176,,1.3925,
14947,1.37164,,1.39,
14948,1.34104,,1.3425,
14949,1.31007,,1.285,
14950,1.27885,,1.25375,
14951,1.2475,,1.225,
14952,1.21615,,1.19,
14953,1.18493,,1.155,
14954,1.15396,,1.1225,
14955,1.12336,,1.0925,
14956,1.09324,,1.0625,
14957,1.06374,,1.03125,
14958,1.03496,,1,
14959,1.00702,,0.9775,
14960,0.980037,,0.9475,
14961,0.954107,,0.9875,
14962,0.929338,,0.905,
14963,0.905826,,0.88125,
14964,0.883666,,0.8575,
14965,0.862943,,0.89,
14966,0.843742,,0.8175,
14967,0.826136,,0.8025,
14968,0.810197,,0.78,
14969,0.795986,,0.81,
14970,0.783562,,0.805,
14971,0.772972,,0.7975,
14972,0.764258,,0.7575,
14973,0.757456,,0.7475,
14974,0.752593,,0.7375,
14975,0.749687,,0.7625,
14976,0.74875,,0.7625,
14977,0.749787,,0.7625,
14978,0.752793,,0.77,
14979,0.757756,,0.775,
14980,0.764658,,0.75,
14981,0.773472,,0.7925,
14982,0.784162,,0.81,
14983,0.796686,,0.8225,
14984,0.810997,,0.78,
14985,0.827036,,0.8525,
14986,0.844742,,0.87625,
14987,0.864043,,0.89,
14988,0.884866,,0.9075,
14989,0.907126,,0.93,
14990,0.930738,,0.955,
14991,0.955607,,0.98,
14992,0.981637,,1.0125,
14993,1.00872,,1.035,
14994,1.03676,,1.055,
14995,1.06564,,1.095,
14996,1.09524,,1.125,
14997,1.12546,,1.155,
14998,1.15616,,1.1875,
14999,1.18723,,1.22,
15000,1.21855,,1.2475,
15001,1.25,,1.28,
15002,1.28145,,1.315,
15003,1.31277,,1.3475,
15004,1.34384,,1.3675,
15005,1.37454,,1.39125,
15006,1.40476,,1.43,
15007,1.43436,,1.465,
15008,1.46324,,1.4925,
15009,1.49128,,1.52,
15010,1.51836,,1.5225,
15011,1.54439,,1.56125,
15012,1.56926,,1.59,
15013,1.59287,,1.615,
15014,1.61513,,1.6425,
15015,1.63596,,1.615,
15016,1.65526,,1.67,
15017,1.67296,,1.6875,
15018,1.689,,1.7175,
15019,1.70331,,1.71,
15020,1.71584,,1.72625,
15021,1.72653,,1.74,
15022,1.73534,,1.735,
15023,1.74224,,1.7375,
15024,1.74721,,1.7375,
15025,1.75021,,0.765,
15026,1.75125,,0.7675,
15027,1.75031,,0.7675,
15028,1.74741,,0.7675,
15029,1.74254,,0.7675,
15030,1.73574,,1.7375,
15031,1.72703,,1.7275,
15032,1.71644,,1.705,
15033,1.70401,,1.7075,
15034,1.6898,,1.6925,
15035,1.67386,,1.66875,
15036,1.65626,,1.645,
15037,1.63706,,1.63,
15038,1.61633,,1.6075,
15039,1.59417,,1.58,
15040,1.57066,,1.55,
15041,1.54589,,1.5225,
15042,1.51996,,1.5,
15043,1.49298,,1.465,
15044,1.46504,,1.4425,
15045,1.43626,,1.4125,
15046,1.40676,,1.385,
15047,1.37664,,1.35875,
15048,1.34604,,1.3425,
15049,1.31507,,1.2875,
15050,1.28385,,1.255,
15051,1.2525,,1.2175,
15052,1.22115,,1.19,
15053,1.18993,,1.175,
15054,1.15896,,1.15875,
15055,1.12836,,1.12,
15056,1.09824,,1.0725,
15057,1.06874,,1.04125,
15058,1.03996,,1.015,
15059,1.01202,,0.985,
15060,0.985037,,0.955,
15061,0.959107,,0.9375,
15062,0.934338,,0.91,
15063,0.910826,,0.885,
15064,0.888666,,0.8675,
15065,0.867943,,0.8475,
15066,0.848742,,0.82,
15067,0.831136,,0.79875,
15068,0.815197,,0.84,
15069,0.800986,,0.7775,
15070,0.788562,,0.81,
15071,0.777972,,0.76875,
15072,0.769258,,0.7575,
15073,0.762456,,0.755,
15074,0.757593,,0.7475,
15075,0.754687,,0.7475,
15076,0.75375,,0.7475,
15077,0.754787,,0.7475,
15078,0.757793,,0.74875,
15079,0.762756,,0.755,
15080,0.769658,,0.79,
15081,0.778472,,0.7675,
15082,0.789162,,0.81,
15083,0.801686,,0.8325,
15084,0.815997,,0.8375,
15085,0.832036,,0.855,
15086,0.849742,,0.87,
15087,0.869043,,0.8525,
15088,0.889866,,0.9175,
15089,0.912126,,0.9425,
15090,0.935738,,0.9625,
15091,0.960607,,0.9825,
15092,0.986637,,0.965,
15093,1.01372,,1.0025,
15094,1.04176,,1.05875,
15095,1.07064,,1.1,
15096,1.10024,,1.13,
15097,1.13046,,1.1625,
15098,1.16116,,1.1925,
15099,1.19223,,1.2225,
15100,1.22355,,1.255,
15101,1.255,,1.2875,
15102,1.28645,,1.3175,
15103,1.31777,,1.3425,
15104,1.34884,,1.36,
15105,1.37954,,1.4025,
15106,1.40976,,1.43625,
15107,1.43936,,1.465,
15108,1.46824,,1.49375,
15109,1.49628,,1.525,
15110,1.52336,,1.55,
15111,1.54939,,1.575,
15112,1.57426,,1.6,
15113,1.59787,,1.6175,
15114,1.62013,,1.6425,
15115,1.64096,,1.6675,
15116,1.66026,,1.67,
15117,1.67796,,1.7025,
15118,1.694,,1.705,
15119,1.70831,,1.7175,
15120,1.72084,,1.73,
15121,1.73153,,1.7375,
15122,1.74034,,0.765,
15123,1.74724,,0.765,
15124,1.75221,,0.765,
15125,1.75521,,0.7675,
15126,1.75625,,0.7675,
15127,1.75531,,0.765,
15128,1.75241,,0.765,
15129,1.74754,,0.765,
15130,1.74074,,0.7575,
15131,1.73203,,1.7325,
15132,1.72144,,1.7175,
15133,1.70901,,1.7025,
15134,1.6948,,1.6825,
15135,1.67886,,1.665,
15136,1.66126,,1.64,
15137,1.64206,,1.62,
15138,1.62133,,1.60125,
15139,1.59917,,1.58,
15140,1.57566,,1.5475,
15141,1.55089,,1.5275,
15142,1.52496,,1.5075,
15143,1.49798,,1.4775,
15144,1.47004,,1.445,
15145,1.44126,,1.4175,
15146,1.41176,,1.38875,
15147,1.38164,,1.3625,
15148,1.35104,,1.36,
15149,1.32007,,1.30625,
15150,1.28885,,1.26125,
15151,1.2575,,1.23,
15152,1.22615,,1.195,
15153,1.19493,,1.1625,
15154,1.16396,,1.1275,
15155,1.13336,,1.1025,
15156,1.10324,,1.0725,
15157,1.07374,,1.0425,
15158,1.04496,,1.0125,
15159,1.01702,,0.9925,
15160,0.990037,,0.9675,
15161,0.964107,,0.935,
15162,0.939338,,0.9125,
15163,0.915826,,0.88375,
15164,0.893666,,0.8625,
15165,0.872943,,0.855,
15166,0.853742,,0.8225,
15167,0.836136,,0.8075,
15168,0.820197,,0.85,
15169,0.805986,,0.78,
15170,0.793562,,0.81,
15171,0.782972,,0.8075,
15172,0.774258,,0.7725,
15173,0.767456,,0.7575,
15174,0.762593,,0.755,
15175,0.759687,,0.75,
15176,0.75875,,0.75,
15177,0.759787,,0.75,
15178,0.762793,,0.755,
15179,0.767756,,0.76,
15180,0.774658,,0.7725,
15181,0.783472,,0.8025,
15182,0.794162,,0.80875,
15183,0.806686,,0.8325,
15184,0.820997,,0.85,
15185,0.837036,,0.805,
15186,0.854742,,0.88,
15187,0.874043,,0.905,
15188,0.894866,,0.91875,
15189,0.917126,,0.94,
15190,0.940738,,0.9675,
15191,0.965607,,0.99,
15192,0.991637,,1.02,
15193,1.01872,,1.0175,
15194,1.04676,,1.07375,
15195,1.07564,,1.1025,
15196,1.10524,,1.1325,
15197,1.13546,,1.165,
15198,1.16616,,1.1925,
15199,1.19723,,1.2325,
15200,1.22855,,1.2625,
15201,1.26,,1.29,
15202,1.29145,,1.32,
15203,1.32277,,1.3125,
15204,1.35384,,1.355,
15205,1.38454,,1.4075,
15206,1.41476,,1.4425,
15207,1.44436,,1.47375,
15208,1.47324,,1.5025,
15209,1.50128,,1.535,
15210,1.52836,,1.555,
15211,1.55439,,1.5825,
15212,1.57926,,1.605,
15213,1.60287,,1.635,
15214,1.62513,,1.64,
15215,1.64596,,1.6625,
15216,1.66526,,1.6825,
15217,1.68296,,1.7,
15218,1.699,,1.72,
15219,1.71331,,1.7225,
15220,1.72584,,1.735,
15221,1.73653,,1.7375,
15222,1.74534,,0.765,
15223,1.75224,,0.765,
15224,1.75721,,0.765,
15225,1.76021,,0.7675,
15226,1.76125,,0.7675,
15227,1.76031,,0.7675,
15228,1.75741,,0.7675,
15229,1.75254,,0.7675,
15230,1.74574,,0.765,
15231,1.73703,,1.74,
15232,1.72644,,1.7325,
15233,1.71401,,1.7175,
15234,1.6998,,1.69,
15235,1.68386,,1.675,
15236,1.66626,,1.64375,
15237,1.64706,,1.63125,
15238,1.62633,,1.60625,
15239,1.60417,,1.5875,
15240,1.58066,,1.5575,
15241,1.55589,,1.53,
15242,1.52996,,1.5075,
15243,1.50298,,1.5025,
15244,1.47504,,1.45625,
15245,1.44626,,1.4225,
15246,1.41676,,1.395,
15247,1.38664,,1.36,
15248,1.35604,,1.3575,
15249,1.32507,,1.3,
15250,1.29385,,1.27,
15251,1.2625,,1.2575,
15252,1.23115,,1.2075,
15253,1.19993,,1.17375,
15254,1.16896,,1.1425,
15255,1.13836,,1.10875,
15256,1.10824,,1.0775,
15257,1.07874,,1.0475,
15258,1.04996,,1.015,
15259,1.02202,,1.02,
15260,0.995037,,0.97,
15261,0.969107,,0.9425,
15262,0.944338,,0.92,
15263,0.920826,,0.8925,
15264,0.898666,,0.8725,
15265,0.877943,,0.8525,
15266,0.858742,,0.88875,
15267,0.841136,,0.8675,
15268,0.825197,,0.85,
15269,0.810986,,0.78,
15270,0.798562,,0.7875,
15271,0.787972,,0.81,
15272,0.779258,,0.77,
15273,0.772456,,0.7625,
15274,0.767593,,0.7575,
15275,0.764687,,0.75875,
15276,0.76375,,0.75875,
15277,0.764787,,0.75875,
15278,0.767793,,0.76,
15279,0.772756,,0.77375,
15280,0.779658,,0.77,
15281,0.788472,,0.81,
15282,0.799162,,0.7825,
15283,0.811686,,0.7775,
15284,0.825997,,0.85,
15285,0.842036,,0.8775,
15286,0.859742,,0.885,
15287,0.879043,,0.905,
15288,0.899866,,0.925,
15289,0.922126,,0.9425,
15290,0.945738,,0.9725,
15291,0.970607,,1,
15292,0.996637,,1.0275,
15293,1.02372,,1.0525,
15294,1.05176,,1.08,
15295,1.08064,,1.11,
15296,1.11024,,1.1425,
15297,1.14046,,1.1725,
15298,1.17116,,1.1975,
15299,1.20223,,1.23,
15300,1.23355,,1.26125,
15301,1.265,,1.29,
15302,1.29645,,1.3275,
15303,1.32777,,1.33375,
15304,1.35884,,1.3575,
15305,1.38954,,1.415,
15306,1.41976,,1.44625,
15307,1.44936,,1.475,
15308,1.47824,,1.5075,
15309,1.50628,,1.5375,
15310,1.53336,,1.5625,
15311,1.55939,,1.58625,
15312,1.58426,,1.61375,
15313,1.60787,,1.6075,
15314,1.63013,,1.6425,
15315,1.65096,,1.66875,
15316,1.67026,,1.6825,
15317,1.68796,,1.7025,
15318,1.704,,1.7325,
15319,1.71831,,1.70375,
15320,1.73084,,1.7325,
15321,1.74153,,0.7625,
15322,1.75034,,0.7675,
15323,1.75724,,0.765,
15324,1.76221,,0.765,
15325,1.76521,,0.765,
15326,1.76625,,0.7725,
15327,1.76531,,0.7725,
15328,1.76241,,0.7725,
15329,1.75754,,0.7725,
15330,1.75074,,1.7325,
15331,1.74203,,1.73125,
15332,1.73144,,1.7225,
15333,1.71901,,1.71,
15334,1.7048,,1.6725,
15335,1.68886,,1.6925,
15336,1.67126,,1.6625,
15337,1.65206,,1.64125,
15338,1.63133,,1.615,
15339,1.60917,,1.5925,
15340,1.58566,,1.5675,
15341,1.56089,,1.53,
15342,1.53496,,1.5125,
15343,1.50798,,1.4825,
15344,1.48004,,1.46,
15345,1.45126,,1.425,
15346,1.42176,,1.4,
15347,1.39164,,1.36875,
15348,1.36104,,1.33625,
15349,1.33007,,1.3075,
15350,1.29885,,1.2725,
15351,1.2675,,1.2425,
15352,1.23615,,1.2175,
15353,1.20493,,1.18,
15354,1.17396,,1.1675,
15355,1.14336,,1.1575,
15356,1.11324,,1.115,
15357,1.08374,,1.05,
15358,1.05496,,1.0225,
15359,1.02702,,0.9975,
15360,1.00004,,0.97,
15361,0.974107,,0.945,
15362,0.949338,,0.92375,
15363,0.925826,,0.8975,
15364,0.903666,,0.8775,
15365,0.882943,,0.86,
15366,0.863742,,0.8425,
15367,0.846136,,0.82,
15368,0.830197,,0.805,
15369,0.815986,,0.7975,
15370,0.803562,,0.78125,
15371,0.792972,,0.78,
15372,0.784258,,0.8075,
15373,0.777456,,0.76875,
15374,0.772593,,0.7725,
15375,0.769687,,0.76,
15376,0.76875,,0.785,
15377,0.769787,,0.785,
15378,0.772793,,0.77375,
15379,0.777756,,0.77,
15380,0.784658,,0.8075,
15381,0.793472,,0.80875,
15382,0.804162,,0.83,
15383,0.816686,,0.8475,
15384,0.830997,,0.80875,
15385,0.847036,,0.8725,
15386,0.864742,,0.89375,
15387,0.884043,,0.91,
15388,0.904866,,0.93,
15389,0.927126,,0.95375,
15390,0.950738,,0.975,
15391,0.975607,,0.9975,
15392,1.00164,,1.03,
15393,1.02872,,1.0325,
15394,1.05676,,1.0875,
15395,1.08564,,1.115,
15396,1.11524,,1.145,
15397,1.14546,,1.175,
15398,1.17616,,1.2075,
15399,1.20723,,1.2375,
15400,1.23855,,1.26,
15401,1.27,,1.2975,
15402,1.30145,,1.3275,
15403,1.33277,,1.34,
15404,1.36384,,1.39,
15405,1.39454,,1.425,
15406,1.42476,,1.45375,
15407,1.45436,,1.485,
15408,1.48324,,1.51,
15409,1.51128,,1.54375,
15410,1.53836,,1.5675,
15411,1.56439,,1.59,
15412,1.58926,,1.615,
15413,1.61287,,1.6425,
15414,1.63513,,1.61375,
15415,1.65596,,1.67,
15416,1.67526,,1.6975,
15417,1.69296,,1.7,
15418,1.709,,1.7225,
15419,1.72331,,1.73,
15420,1.73584,,1.745,
15421,1.74653,,0.7675,
15422,1.75534,,0.7675,
15423,1.76224,,0.77,
15424,1.76721,,0.77,
15425,1.77021,,0.7725,
15426,1.77125,,0.7725,
15427,1.77031,,0.7725,
15428,1.76741,,0.7725,
15429,1.76254,,0.7725,
15430,1.75574,,1.74,
15431,1.74703,,1.73,
15432,1.73644,,1.725,
15433,1.72401,,1.715,
15434,1.7098,,1.6975,
15435,1.69386,,1.6825,
15436,1.67626,,1.675,
15437,1.65706,,1.64,
15438,1.63633,,1.6125,
15439,1.61417,,1.5925,
15440,1.59066,,1.5725,
15441,1.56589,,1.54,
15442,1.53996,,1.5175,
15443,1.51298,,1.485,
15444,1.48504,,1.45875,
15445,1.45626,,1.43125,
15446,1.42676,,1.4,
15447,1.39664,,1.37,
15448,1.36604,,1.355,
15449,1.33507,,1.31,
15450,1.30385,,1.28,
15451,1.2725,,1.245,
15452,1.24115,,1.2175,
15453,1.20993,,1.18625,
15454,1.17896,,1.1525,
15455,1.14836,,1.1675,
15456,1.11824,,1.1,
15457,1.08874,,1.055,
15458,1.05996,,1.0325,
15459,1.03202,,1.0025,
15460,1.00504,,0.975,
15461,0.979107,,0.9475,
15462,0.954338,,0.9875,
15463,0.930826,,0.905,
15464,0.908666,,0.8825,
15465,0.887943,,0.8675,
15466,0.868742,,0.845,
15467,0.851136,,0.82125,
15468,0.835197,,0.8075,
15469,0.820986,,0.85,
15470,0.808562,,0.78,
15471,0.797972,,0.7975,
15472,0.789258,,0.78,
15473,0.782456,,0.8025,
15474,0.777593,,0.77,
15475,0.774687,,0.7575,
15476,0.77375,,0.7575,
15477,0.774787,,0.7575,
15478,0.777793,,0.77,
15479,0.782756,,0.8025,
15480,0.789658,,0.81,
15481,0.798472,,0.795,
15482,0.809162,,0.83125,
15483,0.821686,,0.845,
15484,0.835997,,0.865,
15485,0.852036,,0.83625,
15486,0.869742,,0.8575,
15487,0.889043,,0.9175,
15488,0.909866,,0.8825,
15489,0.932126,,0.9575,
15490,0.955738,,0.9775,
15491,0.980607,,1.01,
15492,1.00664,,1.035,
15493,1.03372,,1.045,
15494,1.06176,,1.09,
15495,1.09064,,1.1225,
15496,1.12024,,1.15,
15497,1.15046,,1.1825,
15498,1.18116,,1.21,
15499,1.21223,,1.245,
15500,1.24355,,1.2725,
15501,1.275,,1.305,
15502,1.30645,,1.3325,
15503,1.33777,,1.3425,
15504,1.36884,,1.37,
15505,1.39954,,1.4275,
15506,1.42976,,1.46,
15507,1.45936,,1.49,
15508,1.48824,,1.52,
15509,1.51628,,1.5475,
15510,1.54336,,1.56125,
15511,1.56939,,1.59,
15512,1.59426,,1.61875,
15513,1.61787,,1.64375,
15514,1.64013,,1.6675,
15515,1.66096,,1.67,
15516,1.68026,,1.705,
15517,1.69796,,1.7175,
15518,1.714,,1.73,
15519,1.72831,,1.74,
15520,1.74084,,1.74,
15521,1.75153,,0.7725,
15522,1.76034,,0.7725,
15523,1.76724,,0.78,
15524,1.77221,,0.7725,
15525,1.77521,,0.775,
15526,1.77625,,0.7775,
15527,1.77531,,0.7775,
15528,1.77241,,0.7775,
15529,1.76754,,0.7775,
15530,1.76074,,1.745,
15531,1.75203,,1.735,
15532,1.74144,,1.73,
15533,1.72901,,1.72,
15534,1.7148,,1.705,
15535,1.69886,,1.69,
15536,1.68126,,1.67,
15537,1.66206,,1.64,
15538,1.64133,,1.62,
15539,1.61917,,1.5975,
15540,1.59566,,1.56875,
15541,1.57089,,1.5425,
15542,1.54496,,1.525,
15543,1.51798,,1.49375,
15544,1.49004,,1.465,
15545,1.46126,,1.4375,
15546,1.43176,,1.41,
15547,1.40164,,1.3775,
15548,1.37104,,1.355,
15549,1.34007,,1.3425,
15550,1.30885,,1.285,
15551,1.2775,,1.25,
15552,1.24615,,1.22375,
15553,1.21493,,1.19,
15554,1.18396,,1.155,
15555,1.15336,,1.12,
15556,1.12324,,1.0925,
15557,1.09374,,1.0625,
15558,1.06496,,1.03,
15559,1.03702,,1.05,
15560,1.01004,,0.9825,
15561,0.984107,,0.9525,
15562,0.959338,,0.9375,
15563,0.935826,,0.91,
15564,0.913666,,0.885,
15565,0.892943,,0.8725,
15566,0.873742,,0.8575,
15567,0.856136,,0.83,
15568,0.840197,,0.8675,
15569,0.825986,,0.85,
15570,0.813562,,0.8375,
